natural_query	sql_query	result	from_to_where	after_froM	after_from
What is the highest points scored by the Miami Heat at home when they had more than 10 second chance points?	SELECT MAX(g.pts_home) as max_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_home = 'Miami Heat' AND os.pts_2nd_chance_home > 10;	149.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
What is the total fast break points by the New York Knicks at home in games they lost?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'New York Knicks' AND g.wl_home = 'L';	4270.0	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Portland Trail Blazers away in games they won?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Portland Trail Blazers' AND g.wl_away = 'W';	5309.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Toronto Raptors play away with more than 20 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Toronto Raptors' AND os.pts_paint_away > 20 AND g.season_id = '21996';	35.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Utah Jazz at home when they won?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Utah Jazz' AND g.wl_home = 'W';	27796.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Atlanta Hawks away in games they lost?	SELECT SUM(os.pts_fb_away) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Atlanta Hawks' AND g.wl_away = 'L';	8378.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the highest points scored by the Chicago Bulls away when they had more than 5 lead changes?	SELECT MAX(g.pts_away) as max_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_away = 'Chicago Bulls' AND os.lead_changes > 5;	168.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
How many games did the Cleveland Cavaliers lose away with more than 10 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Cleveland Cavaliers' AND g.wl_away = 'L' AND os.pts_fb_away > 10 AND g.season_id = '21996';	4.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the Dallas Mavericks at home in games they lost?	SELECT SUM(os.pts_2nd_chance_home) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Dallas Mavericks' AND g.wl_home = 'L';	4478.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Detroit Pistons at home when they won?	SELECT AVG(os.pts_paint_home) as avg_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Detroit Pistons' AND g.wl_home = 'W';	37.94	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Indiana Pacers win at home with more than 15 fast break points in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Indiana Pacers' AND g.wl_home = 'W' AND os.pts_fb_home > 15 AND g.season_id = '21996';	7.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Los Angeles Lakers lose at home with more than 10 second chance points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Los Angeles Lakers' AND g.wl_home = 'L' AND os.pts_2nd_chance_home > 10 AND g.season_id = '21996';	4.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Sacramento Kings win at home with more than 20 points in the paint in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Sacramento Kings' AND g.wl_home = 'W' AND os.pts_paint_home > 20 AND g.season_id = '21996';	16.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total second chance points by the San Antonio Spurs away in games they lost?	SELECT SUM(os.pts_2nd_chance_away) as total_2nd_chance  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'San Antonio Spurs' AND g.wl_away = 'L';	5810.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the average points in the paint by the Utah Jazz away when they won?	SELECT AVG(os.pts_paint_away) as avg_pts_paint  FROM other_stats os JOIN game g  ON os.game_id = g.game_id  WHERE g.team_name_away = 'Utah Jazz' AND g.wl_away = 'W';	42.48	other_stats os JOIN game g  ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Toronto Raptors lose at home with more than 15 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Toronto Raptors' AND g.wl_home = 'L' AND os.pts_fb_home > 15 AND g.season_id = '21996';	13.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Phoenix Suns lose away with more than 5 times tied in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Phoenix Suns' AND g.wl_away = 'L' AND os.times_tied > 5 AND g.season_id = '21996';	10.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total fast break points by the Philadelphia 76ers at home in games they won?	SELECT SUM(os.pts_fb_home) as total_fb_points  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Philadelphia 76ers' AND g.wl_home = 'W';	8025.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Milwaukee Bucks lose at home with more than 5 lead changes in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Milwaukee Bucks' AND g.wl_home = 'L' AND os.lead_changes > 5 AND g.season_id = '21996';	8.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points in the paint by the Miami Heat away when they won?	SELECT SUM(os.pts_paint_away) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Miami Heat' AND g.wl_away = 'W';		other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Cleveland Cavaliers play at home with more than 8 times tied in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Cleveland Cavaliers' AND os.times_tied > 8 AND g.season_id = '21996';	5.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Golden State Warriors lose at home with more than 5 lead changes in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Golden State Warriors' AND g.wl_home = 'L' AND os.lead_changes > 5 AND g.season_id = '21996';	8.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Indiana Pacers lose at home with more than 10 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Indiana Pacers' AND g.wl_home = 'L' AND os.pts_fb_home > 10 AND g.season_id = '21996';	12.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total points scored by the Los Angeles Clippers at home when they had more than 5 times tied?	SELECT SUM(g.pts_home) as total_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_home = 'Los Angeles Clippers' AND os.times_tied > 5;	26047.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
How many games did the Orlando Magic play at home with more than 15 points in the paint in 1996?	SELECT COUNT(*) as games  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Orlando Magic' AND os.pts_paint_home > 15 AND g.season_id = '21996';	34.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Phoenix Suns win at home with more than 10 lead changes in 1996?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Phoenix Suns' AND g.wl_home = 'W' AND os.lead_changes > 10 AND g.season_id = '21996';	3.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the Sacramento Kings lose away with more than 15 fast break points in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Sacramento Kings' AND g.wl_away = 'L' AND os.pts_fb_away > 15 AND g.season_id = '21996';	10.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many points in the paint did the Cleveland Cavaliers score at home in 1996?	SELECT SUM(os.pts_paint_home) as total_pts_paint  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Cleveland Cavaliers' AND g.season_id = '21996';	1136.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many games did the San Antonio Spurs lose at home with more than 30 points in the paint in 1996?	SELECT COUNT(*) as losses  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'San Antonio Spurs' AND g.wl_home = 'L' AND os.pts_paint_home > 30 AND g.season_id = '21996';	22.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total number of points scored by the Milwaukee Bucks away when they had more than 5 lead changes?	SELECT SUM(g.pts_away) as total_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id  WHERE g.team_name_away = 'Milwaukee Bucks' AND os.lead_changes > 5;	44835.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
How many games did the Toronto Raptors win at home with more than 15 fast break points in the 1996 season?	SELECT COUNT(*) as wins  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Toronto Raptors' AND g.wl_home = 'W' AND os.pts_fb_home > 15 AND g.season_id = '21996';	9.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the highest number of points scored by the Utah Jazz away when they had more than 10 second chance points?	SELECT MAX(g.pts_away) as max_points  FROM game g  JOIN other_stats os ON g.game_id = os.game_id WHERE g.team_name_away = 'Utah Jazz' AND os.pts_2nd_chance_away > 10;	137.0	game g  JOIN other_stats os ON g.game_id = os.game_id	game	game
What's the average points in the paint for the Boston Celtics in home games where they won by at least 10 points?	SELECT AVG(os.pts_paint_home) FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Boston Celtics'  AND g.plus_minus_home >= 10;	41.85	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What's the total second-chance points the Toronto Raptors scored in away losses during the 2019 season?	SELECT SUM(os.pts_2nd_chance_away)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_away = 'Toronto Raptors'  AND g.wl_away = 'L'  AND g.season_id = '22019'; 	94.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What's the highest number of team turnovers the Detroit Pistons had in any home game during the 2018 season?	SELECT MAX(os.team_turnovers_home)  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.team_name_home = 'Detroit Pistons'  AND g.season_id = '22018'; 	3.0	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total number of lead changes in all games played by the Chicago Bulls in the 2010 season?	SELECT SUM(os.lead_changes) AS total_lead_changes FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22010' AND (g.team_abbreviation_home = 'CHI' OR g.team_abbreviation_away = 'CHI');	470	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many fast-break points did the Miami Heat score in away games during the 2015 season?	SELECT SUM(os.pts_fb_away) AS total_fast_break_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22015' AND g.team_abbreviation_away = 'MIA';	472	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
Which team had the largest lead in a single game in the 2001 season?	SELECT g.team_name_home AS team, os.largest_lead_home AS lead FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22001' ORDER BY os.largest_lead_home DESC LIMIT 1;	Portland Trail Blazers|47	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many times were games tied during the 1998 season in which the Boston Celtics played?	SELECT SUM(os.times_tied) AS total_times_tied FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '21998' AND (g.team_abbreviation_home = 'BOS' OR g.team_abbreviation_away = 'BOS');	172	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
In the 2019 season, how many total points off turnovers did the Brooklyn Nets score in home games?	SELECT SUM(os.pts_off_to_home) AS total_points_off_turnovers FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22019' AND g.team_abbreviation_home = 'BKN';	518	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many total turnovers did the San Antonio Spurs commit in away games during the 2014 season?	SELECT SUM(os.total_turnovers_away) AS total_turnovers FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22014' AND g.team_abbreviation_away = 'SAS';	462	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
How many total times were games tied in the 2006 season?	SELECT SUM(os.times_tied) AS total_times_tied FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22006';	5352	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What was the average number of second-chance points per game in the 2015 season?	SELECT AVG(os.pts_2nd_chance_home + os.pts_2nd_chance_away) AS avg_second_chance_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22015';	25.4900849858357	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What is the total number of points in the paint scored by both teams combined in the 2008 season?	SELECT SUM(os.pts_paint_home + os.pts_paint_away) AS total_paint_points FROM other_stats os JOIN game g ON os.game_id = g.game_id WHERE g.season_id = '22008';	81148	other_stats os JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What was the largest lead the Golden State Warriors had in any game in the 2018 season?	SELECT MAX(other_stats.largest_lead_home)   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.team_abbreviation_home = 'GSW'   AND game.season_id = '22018';	44	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
What is the highest number of times the Orlando Magic have tied a game in the 2008 season?	SELECT MAX(other_stats.times_tied)   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.team_abbreviation_home = 'ORL'   AND game.season_id = '22008';	15	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
Which team forced the most turnovers in a single game during the 2016 season?	SELECT game.team_name_home AS team, MAX(other_stats.total_turnovers_away) AS forced_turnovers   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.season_id = '22016'   UNION   SELECT game.team_name_away AS team, MAX(other_stats.total_turnovers_home) AS forced_turnovers   FROM other_stats   JOIN game ON other_stats.game_id = game.game_id   WHERE game.season_id = '22016'   ORDER BY forced_turnovers DESC   LIMIT 1;	Houston Rockets|28	other_stats   JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
Which game had the most lead changes in the 2003 season? 	SELECT g.game_id, g.team_name_home, g.team_name_away, os.lead_changes  FROM other_stats os  JOIN game g ON os.game_id = g.game_id  WHERE g.season_id = '22003'  ORDER BY os.lead_changes DESC  LIMIT 1;	0020300151|Seattle SuperSonics|Miami Heat|29	other_stats os  JOIN game g ON os.game_id = g.game_id	other_stats	other_stats
What was the largest lead the Golden State Warriors had in a game during the 2018 season?	SELECT MAX(other_stats.largest_lead_home)  FROM other_stats  JOIN game ON other_stats.game_id = game.game_id  WHERE game.team_name_home = 'Golden State Warriors'  AND game.season_id = '22018';	44	other_stats  JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
Which team had the most fast break points in a single home game during the 2020 season?	SELECT team_name_home, MAX(pts_fb_home)  FROM other_stats  JOIN game ON other_stats.game_id = game.game_id  WHERE game.season_id = '22020';	Houston Rockets|35	other_stats  JOIN game ON other_stats.game_id = game.game_id	other_stats	other_stats
