natural_query	sql_query	result	from_to_where	after_froM	after_from
What is the average number of points in the paint allowed by the Washington Wizards when playing at home in the 2002 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'WAS' AND g.season_id = '22002' AND o.lead_changes > 15;		game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2017 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22017' AND o.lead_changes > 15;	47.333333333333336	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2007 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22007' AND o.lead_changes > 15;	40.666666666666664	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2021 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22021' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Boston Celtics when playing at home in the 2016 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'BOS' AND g.season_id = '22016' AND o.lead_changes > 15;	40.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the maximum number of team rebounds recorded by the Denver Nuggets in away games where they committed more than 20 fouls?	SELECT MAX(o.team_rebounds_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_away = 'DEN' AND g.pf_away > 20 AND g.season_id = '22013';	17	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2019 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22019' AND o.lead_changes > 15;	52.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Milwaukee Bucks when playing at home in the 2013 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.season_id = '22013' AND o.lead_changes > 15;	41.2	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Washington Wizards when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'WAS' AND g.season_id = '22001' AND o.lead_changes > 15;	44.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Orlando Magic when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ORL' AND g.season_id = '22001' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Chicago Bulls when playing at home in the 2001 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'CHI' AND g.season_id = '22001' AND o.lead_changes > 15;	31.333333333333332	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Toronto Raptors when playing at home in the 2017 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'TOR' AND g.season_id = '22017' AND o.lead_changes > 15;	44.4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2009 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22009' AND o.lead_changes > 15;	45.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Toronto Raptors when playing at home in the 2014 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'TOR' AND g.season_id = '22014' AND o.lead_changes > 15;	42.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the New York Knicks when playing at home in the 2015 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND g.season_id = '22015' AND o.lead_changes > 15;	36.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average number of points in the paint allowed by the Detroit Pistons when playing at home in the 2006 season in games with more than 15 lead changes?	SELECT AVG(o.pts_paint_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND g.season_id = '22006' AND o.lead_changes > 15;	44.0	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Indiana Pacers won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'IND' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'IND' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22008';	25	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Cleveland Cavaliers won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'CLE' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'CLE' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22000';	25	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What was the highest number of lead changes in a game where the Orlando Magic won and committed more fouls than their opponent?	SELECT MAX(o.lead_changes) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE (g.team_abbreviation_home = 'ORL' AND g.wl_home = 'W' AND g.pf_home > g.pf_away) OR (g.team_abbreviation_away = 'ORL' AND g.wl_away = 'W' AND g.pf_away > g.pf_home) AND g.season_id = '22007';	27	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the total number of games the Miami Heat played at home where they had more offensive rebounds than the away team and still lost?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIA' AND g.wl_home = 'L' AND g.oreb_home > g.oreb_away AND g.season_id = '22008';	4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2007 season, how many games did the Milwaukee Bucks lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22007';	8	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In 2003, what was the average number of fast break points scored by opponents of the Atlanta Hawks when the home team had more than 10 steals?	SELECT AVG(o.pts_fb_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'ATL' AND g.stl_home > 10 AND g.season_id = '22003';	17.4	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2006 season, how many games did the Indiana Pacers lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'IND' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22006';	7	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average plus-minus for the Detroit Pistons in games where they allowed more second chance points than they scored?	SELECT AVG(g.plus_minus_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'DET' AND o.pts_2nd_chance_away > o.pts_2nd_chance_home AND g.season_id = '22003';	9.9375	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2006 season, how many games did the Milwaukee Bucks lose at home despite having fewer turnovers than their opponent?	SELECT COUNT(*) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'MIL' AND g.wl_home = 'L' AND o.total_turnovers_home < o.total_turnovers_away AND g.season_id = '22006';	8	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
What is the average plus-minus for the New York Knicks in games where they allowed more second chance points than they scored?	SELECT AVG(g.plus_minus_home) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE g.team_abbreviation_home = 'NYK' AND o.pts_2nd_chance_away > o.pts_2nd_chance_home AND g.season_id = '22002';	-3.2	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In the 2020 season, what was the average number of second chance points allowed by the New Orleans Pelicans in games they won by less than 5 points?	SELECT AVG(o.pts_2nd_chance_away) FROM game g JOIN other_stats o ON g.game_id = o.game_id WHERE ((g.team_abbreviation_home = 'NOP' AND g.wl_home = 'W' AND ABS(g.pts_home - g.pts_away) < 5) OR (g.team_abbreviation_away = 'NOP' AND g.wl_away = 'W' AND ABS(g.pts_home - g.pts_away) < 5)) AND g.season_id = '22020';	16.6	game g JOIN other_stats o ON g.game_id = o.game_id	game	game
In games from the 2012 season, how often did the Los Angeles Lakers win despite committing more turnovers and having fewer rebounds than their opponent?	SELECT COUNT(*) FROM game g WHERE ((g.team_abbreviation_home = 'LAL' AND g.wl_home = 'W' AND g.tov_home > g.tov_away AND g.reb_home < g.reb_away) OR (g.team_abbreviation_away = 'LAL' AND g.wl_away = 'W' AND g.tov_away > g.tov_home AND g.reb_away < g.reb_home)) AND g.season_id = '22012';	0	game g	game	game
What is the average number of tov in away games by the Orlando Magic?	SELECT AVG(tov_away) FROM game WHERE team_name_away = 'Orlando Magic';	14.969909027291813	game	game	game
In which season did the Milwaukee Bucks have the highest average fg_pct at home?	SELECT season_id, AVG(fg_pct_home) as avg_stat FROM game WHERE team_name_home = 'Milwaukee Bucks' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	42017.0	game	game	game
In which season did the Los Angeles Lakers have the highest average tov at home?	SELECT season_id, AVG(tov_home) as avg_stat FROM game WHERE team_name_home = 'Los Angeles Lakers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	21982.0	game	game	game
In which season did the Portland Trail Blazers have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Portland Trail Blazers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	41976.0	game	game	game
What is the average number of tov in away games by the Boston Celtics?	SELECT AVG(tov_away) FROM game WHERE team_name_away = 'Boston Celtics';	15.176572417772649	game	game	game
What is the average number of ast in home games by the Boston Celtics?	SELECT AVG(ast_home) FROM game WHERE team_name_home = 'Boston Celtics';	24.886892177589857	game	game	game
What is the average number of pts in away games by the Portland Trail Blazers?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Portland Trail Blazers';	102.6668215613383	game	game	game
In which season did the Miami Heat have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Miami Heat' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2018.0	game	game	game
How many home games did the Portland Trail Blazers play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '22018';	41.0	game	game	game
How many home games did the Portland Trail Blazers play in the 2008 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '22008';	41.0	game	game	game
What is the average number of ft_pct in home games by the Portland Trail Blazers?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Portland Trail Blazers';	0.7597613053613043	game	game	game
What is the highest combined ft_pct in any game involving the Portland Trail Blazers?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'Portland Trail Blazers' OR team_name_away = 'Portland Trail Blazers';	2.0	game	game	game
What is the average number of ft_pct in away games by the Portland Trail Blazers?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Portland Trail Blazers';	0.7524065985130116	game	game	game
How many home games did the Portland Trail Blazers play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '22020';	36.0	game	game	game
What is the average number of reb in home games by the Portland Trail Blazers?	SELECT AVG(reb_home) FROM game WHERE team_name_home = 'Miami Heat';	42.2	game	game	game
What is the highest combined ast in any game involving the Portland Trail Blazers?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Portland Trail Blazers' OR team_name_away = 'Portland Trail Blazers';	84.0	game	game	game
What is the average number of tov in away games by the Portland Trail Blazers?	SELECT AVG(tov_away) FROM game WHERE team_name_away = 'Portland Trail Blazers';	15.146252285191956	game	game	game
How many home games did the Portland Trail Blazers play in the 2007 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Portland Trail Blazers' AND season_id = '22007';	41.0	game	game	game
What is the highest combined reb in any game involving the Portland Trail Blazers?	SELECT MAX(reb_home + reb_away) FROM game WHERE team_name_home = 'Portland Trail Blazers' OR team_name_away = 'Portland Trail Blazers';	150.0	game	game	game
What is the highest combined pts in any game involving the Toronto Raptors?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Toronto Raptors' OR team_name_away = 'Toronto Raptors';	278.0	game	game	game
What is the highest combined pts in any game involving the Houston Rockets?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Houston Rockets' OR team_name_away = 'Houston Rockets';	317.0	game	game	game
What is the highest combined pts in any game involving the Portland Trail Blazers?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Portland Trail Blazers' OR team_name_away = 'Portland Trail Blazers';	311.0	game	game	game
What is the average number of pts in away games by the Golden State Warriors?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Golden State Warriors';	105.09242916860195	game	game	game
What is the average number of reb in home games by the Orlando Magic?	SELECT AVG(reb_home) FROM game WHERE team_name_home = 'Orlando Magic';	43.46391030133147	game	game	game
What is the average number of ast in away games by the Portland Trail Blazers?	SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Portland Trail Blazers';	21.94177501413228	game	game	game
How many away games did the Milwaukee Bucks play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Milwaukee Bucks' AND season_id = '22019';	38.0	game	game	game
How many away games did the Boston Celtics play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Boston Celtics' AND season_id = '22020';	36.0	game	game	game
What is the highest combined pts in any game involving the Miami Heat?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Miami Heat' OR team_name_away = 'Miami Heat';	290.0	game	game	game
How many away games did the Milwaukee Bucks play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Milwaukee Bucks' AND season_id = '22018';	41.0	game	game	game
In which season did the Cleveland Cavaliers have the highest average ft_pct at home?	SELECT season_id, AVG(ft_pct_home) as avg_stat FROM game WHERE team_name_home = 'Cleveland Cavaliers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2014.0	game	game	game
In which season did the Golden State Warriors have the highest average ft_pct at home?	SELECT season_id, AVG(ft_pct_home) as avg_stat FROM game WHERE team_name_home = 'Golden State Warriors' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2016.0	game	game	game
In which season did the Houston Rockets have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Houston Rockets' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	41984|58.0	game	game	game
What is the highest combined ast in any game involving the Los Angeles Lakers?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Los Angeles Lakers' OR team_name_away = 'Los Angeles Lakers';	86.0	game	game	game
How many away games did the Chicago Bulls play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22022';	41.0	game	game	game
How many home games did the Boston Celtics play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Boston Celtics' AND season_id = '22018';	41.0	game	game	game
How many home games did the Boston Celtics play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Boston Celtics' AND season_id = '22020';	36.0	game	game	game
What is the average number of fg_pct in home games by the Chicago Bulls?	SELECT AVG(fg_pct_home) FROM game WHERE team_name_home = 'Chicago Bulls';	0.4636694306246544	game	game	game
In which season did the Los Angeles Lakers have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Los Angeles Lakers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1969.0	game	game	game
What is the average number of ft_pct in home games by the Los Angeles Lakers?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Los Angeles Lakers';	0.7450706106870195	game	game	game
In which season did the Golden State Warriors have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Golden State Warriors' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1974.0	game	game	game
How many away games did the Miami Heat play in the 1999 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Miami Heat' AND season_id = '21999';	41.0	game	game	game
How many away games did the Miami Heat play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Miami Heat' AND season_id = '22022';	41.0	game	game	game
How many away games did the Golden State Warriors play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22018';	41.0	game	game	game
What is the average number of pts in away games by the Boston Celtics?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Boston Celtics';	102.25170288679855	game	game	game
What is the average number of fg_pct in home games by the Boston Celtics?	SELECT AVG(fg_pct_home) FROM game WHERE team_name_home = 'Boston Celtics';	0.4737531578947367	game	game	game
What is the highest combined tov in any game involving the Milwaukee Bucks?	SELECT MAX(tov_home + tov_away) FROM game WHERE team_name_home = 'Milwaukee Bucks' OR team_name_away = 'Milwaukee Bucks';	60.0	game	game	game
How many away games did the Chicago Bulls play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Chicago Bulls' AND season_id = '22018';	41.0	game	game	game
What is the average number of fg_pct in home games by the Golden State Warriors?	SELECT AVG(fg_pct_home) FROM game WHERE team_name_home = 'Golden State Warriors';	0.4726067351598173	game	game	game
How many away games did the Miami Heat play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Miami Heat' AND season_id = '22020';	36.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22018';	41.0	game	game	game
How many away games did the Boston Celtics play in the 2018 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Boston Celtics' AND season_id = '22018';	41.0	game	game	game
What is the average number of tov in home games by the Miami Heat?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'Miami Heat';	14.627184466019418	game	game	game
What is the average number of ast in away games by the Los Angeles Lakers?	SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Los Angeles Lakers';	22.594638949671772	game	game	game
How many home games did the Milwaukee Bucks play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Milwaukee Bucks' AND season_id = '22019';	35.0	game	game	game
In which season did the Dallas Mavericks have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Dallas Mavericks' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2021.0	game	game	game
In which season did the Chicago Bulls have the highest average ft_pct at home?	SELECT season_id, AVG(ft_pct_home) as avg_stat FROM game WHERE team_name_home = 'Chicago Bulls' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2016.0	game	game	game
How many away games did the Golden State Warriors play in the 2007 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22007';	41.0	game	game	game
What is the highest combined reb in any game involving the Chicago Bulls?	SELECT MAX(reb_home + reb_away) FROM game WHERE team_name_home = 'Chicago Bulls' OR team_name_away = 'Chicago Bulls';	129.0	game	game	game
What is the average number of ft_pct in home games by the Milwaukee Bucks?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Milwaukee Bucks';	0.7571402574345323	game	game	game
What is the average number of pts in home games by the Los Angeles Lakers?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Los Angeles Lakers';	109.71476888387824	game	game	game
What is the average number of pts in home games by the Houston Rockets?	SELECT AVG(pts_home) FROM game WHERE team_name_home = 'Houston Rockets';	105.8650391524643	game	game	game
In which season did the Chicago Bulls have the highest average pts at home?	SELECT season_id, AVG(pts_home) as avg_stat FROM game WHERE team_name_home = 'Chicago Bulls' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2022.0	game	game	game
In which season did the Cleveland Cavaliers have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Cleveland Cavaliers' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1984.0	game	game	game
What is the highest combined reb in any game involving the Los Angeles Lakers?	SELECT MAX(reb_home + reb_away) FROM game WHERE team_name_home = 'Los Angeles Lakers' OR team_name_away = 'Los Angeles Lakers';	135.0	game	game	game
What is the highest combined tov in any game involving the Boston Celtics?	SELECT MAX(tov_home + tov_away) FROM game WHERE team_name_home = 'Boston Celtics' OR team_name_away = 'Boston Celtics';	66.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2020 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22020';	36.0	game	game	game
In which season did the Sacramento Kings have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Sacramento Kings' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2022.0	game	game	game
In which season did the Boston Celtics have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Boston Celtics' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1958.0	game	game	game
What is the average number of fg_pct in away games by the Los Angeles Lakers?	SELECT AVG(fg_pct_away) FROM game WHERE team_name_away = 'Los Angeles Lakers';	0.4678996728462382	game	game	game
What is the highest combined ft_pct in any game involving the Chicago Bulls?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'Chicago Bulls' OR team_name_away = 'Chicago Bulls';	1.929	game	game	game
What is the average number of ft_pct in home games by the Miami Heat?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Miami Heat';	0.7464038834951452	game	game	game
What is the average number of ft_pct in home games by the Golden State Warriors?	SELECT AVG(ft_pct_home) FROM game WHERE team_name_home = 'Golden State Warriors';	0.7540829836829825	game	game	game
What is the average number of tov in home games by the Charlotte Hornets?	SELECT AVG(tov_home) FROM game WHERE team_name_home = 'Charlotte Hornets';	14.0927291886196	game	game	game
In which season did the Charlotte Hornets have the highest average pts at home?	SELECT season_id, AVG(pts_home) as avg_stat FROM game WHERE team_name_home = 'Charlotte Hornets' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2021.0	game	game	game
What is the average number of ast in away games by the Golden State Warriors?	SELECT AVG(ast_away) FROM game WHERE team_name_away = 'Golden State Warriors';	22.833996588971008	game	game	game
What is the average number of ft_pct in away games by the Miami Heat?	SELECT AVG(ft_pct_away) FROM game WHERE team_name_away = 'Miami Heat';	0.7408833551769328	game	game	game
In which season did the Milwaukee Bucks have the highest average ft_pct at home?	SELECT season_id, AVG(ft_pct_home) as avg_stat FROM game WHERE team_name_home = 'Milwaukee Bucks' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2009.0	game	game	game
What is the highest combined pts in any game involving the Boston Celtics?	SELECT MAX(pts_home + pts_away) FROM game WHERE team_name_home = 'Boston Celtics' OR team_name_away = 'Boston Celtics';	312.0	game	game	game
What is the average number of reb in home games by the Golden State Warriors?	SELECT AVG(reb_home) FROM game WHERE team_name_home = 'Golden State Warriors';	44.818285714285715	game	game	game
How many home games did the Golden State Warriors play in the 1999 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '21999';	41.0	game	game	game
How many home games did the Golden State Warriors play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Golden State Warriors' AND season_id = '22022';	41.0	game	game	game
What is the average number of pts in away games by the Milwaukee Bucks?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Milwaukee Bucks';	102.9162605228179	game	game	game
In which season did the Golden State Warriors have the highest average pts at home?	SELECT season_id, AVG(pts_home) as avg_stat FROM game WHERE team_name_home = 'Golden State Warriors' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1989.0	game	game	game
How many away games did the Golden State Warriors play in the 2011 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22011';	33.0	game	game	game
How many away games did the Golden State Warriors play in the 2019 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22019';	31.0	game	game	game
How many home games did the Los Angeles Lakers play in the 2021 season?	SELECT COUNT(*) FROM game WHERE team_name_home = 'Los Angeles Lakers' AND season_id = '22021';	41.0	game	game	game
What is the average number of tov in away games by the Los Angeles Lakers?	SELECT AVG(tov_away) FROM game WHERE team_name_away = 'Los Angeles Lakers';	14.554896142433234	game	game	game
What is the average number of ast in home games by the Chicago Bulls?	SELECT AVG(ast_home) FROM game WHERE team_name_home = 'Chicago Bulls';	24.980609418282548	game	game	game
What is the highest combined ast in any game involving the Boston Celtics?	SELECT MAX(ast_home + ast_away) FROM game WHERE team_name_home = 'Boston Celtics' OR team_name_away = 'Boston Celtics';	79.0	game	game	game
In which season did the Milwaukee Bucks have the highest average ast at home?	SELECT season_id, AVG(ast_home) as avg_stat FROM game WHERE team_name_home = 'Milwaukee Bucks' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	1981.0	game	game	game
In which season did the Charlotte Hornets have the highest average reb at home?	SELECT season_id, AVG(reb_home) as avg_stat FROM game WHERE team_name_home = 'Charlotte Hornets' GROUP BY season_id ORDER BY avg_stat DESC LIMIT 1;	2017.0	game	game	game
How many away games did the Golden State Warriors play in the 2022 season?	SELECT COUNT(*) FROM game WHERE team_name_away = 'Golden State Warriors' AND season_id = '22022';	41.0	game	game	game
What is the highest combined ft_pct in any game involving the Sacramento Kings?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'Sacramento Kings' OR team_name_away = 'Sacramento Kings';	1.947	game	game	game
What is the highest combined ft_pct in any game involving the Miami Heat?	SELECT MAX(ft_pct_home + ft_pct_away) FROM game WHERE team_name_home = 'Miami Heat' OR team_name_away = 'Miami Heat';	1.913	game	game	game
What is the average number of pts in away games by the Miami Heat?	SELECT AVG(pts_away) FROM game WHERE team_name_away = 'Miami Heat';	96.7824377457405	game	game	game
